,G1-Ah,G1-Bw,G1-Cox,G11-Ah,G11-Bw,G11-Cox,G2-Ah,G2-Bw,G2-Cox,G3a-Ah,G3a-Bw,G3a-Cox,G9-Ah,G9-Bw,G9-Cox,Ah-1-1,Ah-1-2,Ah-2-1,Ah-2-2,II-P-1-1,II-P-1-2,II-P-2-1,II-P-2-2,Of-1-1,Of-1-2,Of-2-1,Of-2-2,arctic_tundra_TL1,boreal_forest_BZ1,hot_desert_MD3,hot_desert_SF2,hot_desert_SV1,polar_desert_EB017,polar_desert_EB019,polar_desert_EB020,polar_desert_EB021,polar_desert_EB024,polar_desert_EB026,temeprate_coniferous_forest_DF1,temeprate_deciduous_forest_CL1,temeprate_grassland_KP1,tropical_forest_AR3,tropical_forest_PE6,2012_10_Soy_No,2012_11_Corn_Yes,2012_12_Soy_Yes,2012_13_Corn_Yes,2012_14_Soy_Yes,2012_15_Corn_Yes,2012_16_soy_Yes,2012_17_Corn_Yes,2012_18_soy_Yes,2012_19_Corn_Yes,2012_1_corn_No,2012_20_Soy_Yes,2012_2_Soy_No,2012_3_corn_No,2012_4_Soy_No,2012_5_Corn_No,2012_6_Soy_No,2012_7_corn_No,2012_8_Soy_No,2012_9_Corn_No,2013_11_Soy_Yes,2013_12_Corn_Yes,2013_13_Corn_Yes,2013_14_Corn_Yes,2013_15_Soy_Yes,2013_16_Corn_Yes,2013_17_Soy_Yes,2013_18_Corn_Yes,2013_19_Soy_Yes,2013_1_Soy_No,2013_20_Corn_Yes,2013_23_forest,2013_24_forest,2013_2_Corn_No,2013_3_Soy_No,2013_5_Soy_No,2013_6_Corn_No,2013_7_Soy_No,2013_8_Corn_No,2013_9_Soy_No,ERR1104480.fastq.gzaligned,ERR1104481.fastq.gzaligned,ERR476938_1.fastq.gzaligned,ERR476939_1.fastq.gzaligned,ERR476940_1.fastq.gzaligned,ERR476941_1.fastq.gzaligned,ERR476942_1.fastq.gzaligned,ERR476943_1.fastq.gzaligned,ERR476944_1.fastq.gzaligned,ERR476945_1.fastq.gzaligned,ERR476946_1.fastq.gzaligned,ERR481108_1.fastq.gzaligned,ERR481109_1.fastq.gzaligned,ERR481110_1.fastq.gzaligned,ERR481111_1.fastq.gzaligned,ERR481112_1.fastq.gzaligned,ERR515173_1.fastq.gzaligned,ERR515174_1.fastq.gzaligned,ERR515176_1.fastq.gzaligned,ERR515177_1.fastq.gzaligned,ERR515178_1.fastq.gzaligned
Geobacteraceae,3773,3525,2356,5135,7146,3699,3560,2646,2312,6029,7951,6203,7809,6422,5742,3002,2793,550,535,5993,6005,5926,5961,1739,1694,2031,2052,17340,2089,1043,1244,1564,2216,0,1515,1210,1510,519,866,1487,1224,3711,2631,402,164,34,351,189,169,523,93,1,0,124,434,333,78,318,220,641,273,656,325,179,2,210,312,999,272,237,314,212,144,298,384,1408,232,23,207,221,104,308,249,31626,30894,1922,1957,1004,1785,1243,3308,277,1551,624,11505,29553,65080,16550,9333,9827,8891,24093,24709,24727
Nocardiopsaceae,41856,14914,12074,42447,14430,6749,37151,11794,5681,88912,20105,8649,89563,23051,15344,4385,3727,0,0,5422,5416,8390,9124,0,0,0,0,4594,1719,2772,2376,3534,2553,8168,6755,7327,10920,1394,1221,1565,2202,1817,7776,314,231,71,862,490,438,322,438,2,2,209,297,266,110,160,274,505,233,404,319,190,15,268,339,338,320,434,591,303,98,278,593,600,156,10,438,352,84,254,495,6759,6470,3923,1618,728,4533,5123,3854,318,1870,736,5262,1944,7337,1390,1500,6221,6051,0,0,0
Nitrospiraceae,3937,8456,5969,5851,9343,7598,3493,5891,6731,10788,29133,21867,14584,15662,31587,2062,1939,646,636,3007,2925,4430,4454,1376,1284,1670,1665,2850,2079,3025,5431,7741,7959,387,5573,1284,4642,1238,1136,2253,3018,13105,11870,1497,813,160,1831,1416,542,873,641,1,8,722,971,3313,778,1761,833,2810,1243,2208,1341,1074,62,1487,1372,2408,1949,1546,2512,1789,874,1582,2138,2685,1622,140,1025,1244,820,1950,1418,57354,56599,2648,4788,2337,2313,1933,2698,354,2148,916,6906,7902,19206,4835,4612,2078,1807,4769,4974,5036
(Candidatus Entotheonella),8549,10651,6639,8974,13058,6846,6207,7926,6430,11970,23170,18471,23002,16907,20929,7524,6987,2179,1990,8132,7944,12744,12340,3560,3412,4498,4136,1738,1505,3243,6014,6829,1599,369,1184,856,1217,285,3338,4299,5978,13026,8154,1841,844,57,858,377,330,351,415,1,4,391,441,968,294,775,567,2880,1310,1723,1644,1038,21,798,773,437,484,988,1718,1158,255,693,1675,2399,392,31,677,904,732,960,1628,20801,20062,18628,11494,6123,20229,8456,1472,1261,7914,3352,3305,3057,6879,2431,1809,1227,1094,1781,1820,1832
Chitinophagaceae,18262,0,0,54329,52449,18263,19774,0,14729,0,38308,0,68314,48306,0,14222,13166,4155,4119,0,0,0,0,94683,95205,128154,126251,19799,38231,40330,52075,99665,153114,2002,121111,26638,119821,56991,13583,18734,62704,17084,8581,2194,2586,863,3939,2212,1336,3617,1613,30,2,1359,1846,6010,1195,2774,877,3515,2159,4005,1650,3041,200,4341,4679,7028,5282,5613,6764,4379,1816,4223,2141,3742,3941,324,2204,2618,1761,3118,2322,190164,187446,18815,6726,3867,6467,4524,0,1711,10509,4539,10759,7714,21984,5844,8453,1592,1442,0,0,0
Rubrobacteraceae,1318,2081,1402,2345,4021,2095,1205,1491,1353,1923,3025,2940,4245,4034,4695,0,0,117,0,354,328,659,576,0,0,0,0,312,819,64698,47533,89697,6250,69519,30282,35090,7344,593,189,266,1968,721,562,694,689,17,356,151,149,103,400,0,1,105,126,154,98,111,318,630,248,363,345,447,5,285,243,148,122,342,337,394,75,213,127,234,74,14,147,156,93,139,271,4541,4320,13800,22213,11327,8994,3503,2117,1662,10215,4317,1070,587,1442,339,412,337,280,450,518,515
Rhodobacteraceae,10214,11246,8628,12830,18809,11712,8458,9026,7044,15223,20124,16509,19716,15192,14072,7905,7824,2278,2414,0,0,10837,10556,0,0,0,0,6318,6006,8743,10899,18986,7011,40247,9905,11637,10334,35477,4577,7656,4469,5991,10614,1337,782,125,1794,865,609,822,720,0,2,507,628,1440,374,809,646,1812,986,1631,895,652,17,1032,1154,1158,957,1078,1435,1266,451,894,1503,1779,877,30,805,863,371,1024,1131,57999,55638,9059,16350,8692,9809,23571,8816,756,5136,0,4270,3411,9845,2586,2273,2295,2151,3764,3697,3970
Bacteroidaceae,8419,8133,5587,12219,15397,8434,6816,5889,5349,12363,14476,10248,19543,14384,12909,5043,4580,1695,1628,4450,4297,6752,6536,9350,9371,11487,11265,5890,4130,2555,3125,5668,6687,1275,5006,2787,4140,3091,1885,3062,3455,2258,3934,449,207,47,533,191,139,315,212,0,0,224,206,456,108,201,216,456,173,386,339,238,7,406,389,415,466,408,374,252,135,268,430,521,264,21,203,254,60,298,227,9913,9323,3234,2322,1286,2547,2593,2653,469,3029,1262,1344,1157,3026,734,715,1122,999,2125,1930,1976
Xanthobacteraceae,3848,4673,3280,6249,9632,5229,3358,4293,3202,5226,9031,7275,6859,6010,5128,3540,3569,981,986,3148,2964,4567,4252,2809,2801,3651,3569,15025,3602,0,1612,3368,0,1120,0,0,0,0,3496,4251,2886,7268,7011,1054,528,152,2600,1124,1128,753,813,0,0,1156,944,1209,596,706,1026,2019,1080,1700,1229,442,54,1433,1374,1155,882,1242,2048,1068,716,677,1955,3050,638,63,1754,1494,633,1080,1051,64955,63529,2433,2313,1258,2727,17606,2567,145,1463,656,8383,6120,16721,3364,4093,1990,1901,5203,5112,4746
Thermogemmatisporaceae,28407,19727,11330,34099,25038,13518,35246,17424,10126,80693,36345,13322,62327,16052,6791,831,767,223,206,6114,6075,10873,10452,0,0,0,0,4190,624,415,351,504,344,0,376,0,0,0,217,440,254,386,5412,52,48,32,319,181,314,118,183,0,0,105,75,92,23,50,64,155,55,77,96,0,2,97,91,223,135,253,327,75,60,92,127,103,32,0,134,153,23,67,36,2370,2449,309,299,0,0,268,348,33,0,110,1276,1178,1788,683,641,377,352,449,350,355
Sphingobacteriaceae,22937,6714,3841,12486,19698,7615,11781,5217,5791,16142,13634,9270,15762,12560,7093,10186,9905,5877,5857,2267,2128,4133,4120,45055,45130,57804,57291,7742,24301,5762,6445,12420,25282,3151,15399,5811,36258,43453,3930,5809,8404,2644,4375,298,351,96,638,684,225,935,227,0,4,219,272,805,176,366,142,519,302,564,283,356,26,605,714,1003,657,1151,913,585,247,544,529,681,504,22,424,581,243,431,367,32053,32115,5738,1864,1067,1607,1163,0,635,3979,1858,1489,942,2961,701,1189,431,471,499,591,561
Caulobacteraceae,14992,11604,6439,18239,29226,12201,10591,6361,6332,26819,19212,11287,20994,16964,11616,18559,16727,5251,4969,7005,6417,11022,10428,57134,55408,73590,70240,7629,10995,5919,8030,22335,2694,0,3937,1077,6505,44992,7090,10063,12733,3209,12297,794,1075,347,3279,1340,954,2169,974,0,6,755,1125,2231,532,1250,517,1578,738,1666,608,952,101,1229,1700,2840,2285,2241,2369,1440,1226,1737,1429,2025,1334,145,1513,1287,688,1061,787,36343,34751,9186,6229,3086,5813,6219,6413,831,4863,2178,3163,1792,6106,1635,1879,1065,1025,1163,1110,1154
Thermomonosporaceae,32605,10771,8021,29881,9819,3953,24771,8558,3974,59647,15375,6371,65329,15845,10958,0,0,0,0,3388,3346,0,0,0,0,0,0,3790,0,2218,1503,2429,0,4061,3491,4586,6314,0,857,1153,1531,1178,6205,346,339,151,1228,459,1018,560,593,5,2,256,508,388,142,452,345,568,291,381,481,181,23,655,374,534,346,438,854,335,166,284,694,564,162,22,537,420,93,287,245,12390,11584,2648,1151,625,3395,5106,4070,200,1418,633,7710,2834,10538,1971,2658,10235,9183,0,483,549
Patulibacteraceae,8242,8723,6146,16515,17056,5100,7483,7855,4634,5088,9367,8936,19762,18074,16443,0,0,0,0,0,0,0,0,0,0,0,0,960,1235,6517,5241,9910,4086,33940,27862,24604,38437,2075,749,1014,2037,1035,669,857,607,110,1657,681,588,506,584,0,2,539,572,560,262,311,587,1099,631,1001,728,449,43,586,582,422,415,426,917,558,249,469,380,621,292,50,422,449,233,504,552,22465,21027,4368,2981,1536,4676,3877,1925,506,3111,1327,2143,724,2044,486,821,351,373,550,639,597
Rhodospirillaceae,24311,22150,13988,21288,30710,16714,16063,16598,10812,30421,32906,19789,28556,18850,13975,24657,21946,8132,7938,17145,16212,28592,27315,14261,13851,18466,18004,6317,8609,8097,8801,12858,3485,0,3248,2611,3232,0,6911,12821,5199,6107,14290,2407,2327,464,3223,1680,1203,1867,1819,6,11,1130,1629,2965,819,1691,1291,3993,2036,2831,1572,1871,76,2323,2397,2541,2127,2223,3533,2162,1054,2167,2396,2838,1670,159,1691,1637,1036,1759,1931,48163,46862,19297,23919,12141,24439,20115,20531,1337,8488,3437,11741,9310,28542,5881,6668,7428,6745,10018,9927,10628
(Methylibium),0,8252,7679,12666,19843,9650,8878,4932,7872,0,18031,13795,18559,15648,18959,0,2169,0,0,0,0,0,0,7176,7845,9333,9791,4609,3560,2451,3002,6994,4145,0,5943,3493,5738,3796,2558,2580,6282,3848,3137,955,826,150,1461,602,452,1072,384,0,0,415,447,1693,406,587,303,1461,754,1401,671,715,58,939,1290,1553,1503,1212,2098,1096,573,1038,864,1515,1100,53,513,768,357,786,731,34227,33003,2798,1942,884,3017,969,0,200,1078,467,1681,1925,3489,1731,1298,0,0,732,695,751
(Bryobacter),9353,9808,7534,12844,23872,10226,8181,7792,5122,21938,21859,12420,19453,12917,9595,4797,4429,1636,1600,4749,4478,7728,7743,5241,5179,7057,6764,5584,4617,1527,3688,5641,3407,0,1666,362,2290,791,1568,3012,2351,2015,7877,360,285,85,517,322,294,385,271,5,0,189,315,607,204,376,208,634,361,603,321,223,21,316,367,581,433,477,528,363,218,322,672,666,316,39,280,282,158,333,342,20342,19652,2748,2030,1095,1954,1252,890,206,1314,592,1944,1554,4818,1037,1131,868,773,1117,1077,1041
Acetobacteraceae,20968,14155,8476,0,24936,0,16121,10582,0,32335,20584,0,0,0,0,27299,25443,8950,8453,13997,13428,23013,21903,25461,24385,29522,28278,7647,9732,25473,16174,50336,4250,0,3224,2865,7572,1756,6104,8726,3642,2998,14330,786,948,317,2858,1066,1204,1130,1087,0,2,858,939,1126,519,704,935,1460,890,1362,660,613,69,1049,1145,1301,863,1166,1667,1177,520,1014,1846,1493,607,63,1267,997,367,959,575,57646,55757,3544,2908,1453,3384,30854,124045,1598,10217,4260,5689,3560,10163,2056,2847,3383,3088,2328,2363,2403
Anaeromyxobacteraceae,3830,5957,4538,5861,8270,5611,3054,3776,5297,5979,13233,9320,11755,9599,12017,3173,2945,851,851,9759,8814,11012,10825,3577,3525,4468,4246,2519,1938,1170,1821,2369,1674,0,1845,1008,1261,528,1503,2459,2106,8784,3858,1126,559,76,601,395,292,614,350,1,5,243,930,984,206,573,494,1857,456,1019,1080,660,32,444,565,713,831,616,822,588,329,936,600,1796,532,73,451,475,231,608,1050,27185,25729,3628,2812,1252,3811,2895,1623,432,2345,955,4772,4050,10315,2051,1929,1248,1190,3635,3760,3911
Opitutaceae,8516,6041,4058,8659,10188,6474,6582,4936,4845,8631,11030,8488,16610,13875,10832,6120,5417,1366,1358,5976,5878,8281,8049,7120,7051,10383,10112,4170,4737,1188,2168,2312,1616,0,2552,1390,3766,1689,1800,2312,3553,2602,2433,492,456,129,701,612,297,1050,283,2,0,237,546,1079,216,617,211,862,539,1018,407,516,37,793,1042,1719,927,1415,872,680,567,791,664,1091,581,58,590,479,378,672,532,18035,17484,8224,4183,2282,4603,3836,1284,619,4042,1665,3335,1514,6468,1475,1600,1017,808,1385,1221,1254
Verrucomicrobiaceae,19409,11323,7780,8867,12356,8703,11740,10439,6054,13383,15046,11038,21754,19885,17395,10346,9255,3185,2773,12226,11147,15932,15786,8329,8117,9088,8804,2410,3792,1765,2787,3840,7957,0,8582,2621,6292,18009,3084,4052,6305,4787,2210,681,404,102,653,586,245,784,258,2,0,223,378,1243,217,509,251,983,602,1138,567,552,20,684,1017,1259,739,917,1033,689,382,715,685,1189,710,58,407,497,319,677,759,49690,48006,4479,4349,2252,2556,1806,889,322,1878,770,1089,701,2281,684,704,417,323,466,450,574
Cytophagaceae,0,0,0,16748,19931,0,9069,0,0,15696,16222,10942,24553,16974,0,6263,5749,2389,2180,4613,3751,6831,6538,19801,19849,26136,26180,5190,10568,12736,18359,32866,40244,11344,19364,18475,24449,30171,3856,6108,12191,4368,5130,592,490,184,881,525,325,971,359,6,0,305,357,1534,251,566,325,1014,611,983,542,579,47,936,1050,1381,922,1132,1334,845,402,804,560,1067,854,75,533,742,344,665,624,45219,45129,7813,4245,2268,3596,2643,0,785,4633,1896,1836,1360,4250,1218,1386,695,0,1028,1136,1106
Streptosporangiaceae,43731,20497,14125,48853,20388,0,39421,0,7688,95304,26373,0,114734,27382,19916,0,0,0,0,0,0,0,0,0,0,0,0,6213,0,4769,4158,6292,0,7465,7832,7368,13740,0,2198,2879,4305,3710,11013,1026,1470,371,6652,1290,4238,1311,1822,0,7,725,982,1210,391,782,851,1655,995,1277,1016,866,97,1145,1162,1545,933,1027,1733,878,391,966,1455,1440,428,53,1301,914,350,848,778,20984,19878,7152,3238,1501,9557,12833,6639,679,4035,1683,14214,5085,18985,3912,4267,17884,16291,0,0,0
Clostridiaceae,7225,10497,7208,11232,16439,11670,6978,7576,6578,10630,15895,15589,15066,14813,13463,2709,2545,1099,693,3284,2930,8526,4575,4125,4097,4773,4271,2818,2410,1832,2529,3281,3674,838,3512,1895,3057,1823,1260,1910,1656,2155,2692,222,106,26,296,113,126,147,123,0,0,121,132,257,55,170,159,348,171,302,189,118,4,190,222,274,186,189,245,204,81,178,207,280,131,9,154,118,66,214,161,20630,20383,1406,1073,621,948,1032,866,214,1274,524,1010,857,2255,527,523,580,492,1297,1340,1294
Planctomycetaceae,20655,23460,14640,28686,47250,29743,17210,17508,15312,30408,36425,30472,38435,32654,31136,23425,20828,6033,5805,10644,10264,18925,18376,23244,22758,24895,23933,6707,7990,5525,15182,19814,8357,0,14274,4861,9215,11323,6913,11156,7547,8085,8978,2954,1409,274,2736,1853,1248,1905,1058,14,6,923,1334,4003,971,1870,1131,4170,2210,4396,2080,1475,94,2094,2670,2856,1926,2119,2843,2178,1059,1765,1958,3072,2530,141,1318,1609,977,2251,2499,108426,105284,28871,40887,21173,25510,13192,1865,1799,11190,4471,3742,3521,8900,3277,2685,993,902,1806,1739,1746
Nitrososphaeraceae,6514,11726,8532,5497,7298,8105,6917,8766,7160,0,16886,18240,18548,13384,10398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28625,38132,78822,3998,0,3322,916,3785,0,0,0,5730,13730,4251,1122,525,51,963,277,264,389,495,4,1,212,329,475,167,213,374,1170,565,964,919,383,20,718,537,303,342,424,944,711,155,467,220,336,287,16,316,504,239,597,658,19283,19191,12163,9781,5530,6501,3829,0,823,3729,1787,1127,646,1768,519,550,497,387,459,465,372
Sinobacteraceae,6981,8749,5890,12408,21980,16628,4171,5646,6543,16213,22657,15261,10652,7618,7896,4418,4279,1275,1232,3499,3309,5249,5064,3195,2973,4288,4079,5509,6560,1016,4312,5662,1499,0,0,1018,0,0,2516,10012,2827,3203,9322,1106,763,177,1120,697,380,595,405,4,0,319,423,1845,380,976,336,1371,626,1114,1015,708,26,1017,1169,1219,1026,1415,1611,1209,511,871,1020,1452,1035,67,480,658,410,659,1427,19438,19060,6022,5557,2813,4791,34925,73861,1239,8183,3533,2826,1371,4447,1723,1153,1085,863,855,874,890
Rhodanobacteraceae,32531,20003,15712,27695,37946,23893,16215,13327,12228,28926,39431,24600,27339,18664,14843,16352,14804,5520,5142,9008,8715,12563,12285,23807,23073,27344,25974,6804,10341,0,0,0,3497,0,2436,1409,0,1642,7659,14307,3617,4698,21215,583,434,323,3631,3375,1265,1207,2227,24,9,7783,1336,1264,539,1198,847,1398,763,1107,687,321,97,7510,9117,2954,2030,1713,17020,923,1330,1979,1422,1748,609,85,1690,5259,722,2211,483,29003,28164,3040,2385,1179,2123,37081,42291,1178,7312,3252,8035,4408,16016,3031,3410,4532,4084,3024,3119,3249
Alcaligenaceae,8428,12535,8350,18425,23626,13512,8135,9046,9245,13659,27017,20751,26517,19295,22918,7548,7465,1995,1813,11709,11273,17208,16832,11694,11503,15126,14743,6762,5417,2864,4388,6829,7688,0,5815,3302,3589,1855,3446,4351,5047,6274,6088,1120,661,146,1803,1056,406,943,513,6,0,748,548,1605,333,948,449,1540,696,1431,983,1050,50,1838,2244,1544,1589,2272,2753,1526,586,1089,1068,2016,919,70,650,1191,416,1485,1130,21534,21239,2124,2059,0,0,2643,3163,0,1797,696,2521,2281,5616,1519,1353,1358,1292,2529,2589,2393
Cellulomonadaceae,3949,3569,2511,6276,8919,4628,3976,2766,2505,7226,5778,5476,13068,8672,9184,0,0,0,0,0,0,0,0,3698,3552,3411,3219,3962,0,4028,3504,5374,2494,10279,5771,6199,12537,2066,628,0,4037,1258,1246,1417,1174,259,4999,1655,1725,2531,1244,4,3,900,1484,3069,817,2082,892,1875,2080,2859,842,1127,101,2350,2105,2391,1722,1447,2499,1637,1162,2143,611,1690,1476,56,816,1100,421,1229,1151,27740,26363,6897,4097,2054,6865,4796,2955,690,4019,1703,2887,1388,4376,1074,1570,1793,1566,848,903,974
Hymenobacteraceae,4564,4939,2998,7120,7728,5154,3898,3539,3046,7110,7858,6088,11078,11361,6005,2457,2419,0,0,2339,2015,2996,2937,5468,5444,6642,6381,2061,5681,14439,15296,27413,29545,16701,15593,24348,30680,15651,1457,2270,4279,1876,2307,320,386,66,2103,312,191,405,490,6,2,136,190,614,166,318,203,498,330,582,428,391,24,489,631,598,480,619,594,552,224,505,297,454,437,24,213,376,188,467,281,11190,10990,6559,3312,1957,3502,1419,1510,798,5192,2376,884,721,1845,469,736,356,279,601,613,729
(Rhizobacter),0,6424,0,11621,23971,8775,0,4077,6336,0,14292,11253,14129,11157,12806,0,2123,1203,1167,0,0,0,0,10631,9704,13121,12411,4555,2693,0,1820,0,2711,0,4050,0,3963,1584,2289,1908,5893,2546,1785,812,879,241,1625,675,502,1155,453,3,6,450,635,1524,275,659,380,1495,622,1428,654,820,34,925,1028,2006,1585,1221,2785,919,745,1283,607,1051,905,46,629,629,384,734,563,37721,35531,2162,1557,847,0,0,0,159,939,337,1447,1606,3295,1337,1203,0,0,784,684,687
Myxococcaceae,5179,6683,5514,7099,9437,5944,4039,4241,5989,7737,12604,9730,14651,10775,11889,4347,3865,1172,1111,4116,3652,5947,5979,4715,4476,6345,5917,1936,2118,3045,4740,7403,3118,0,2809,1837,2348,962,1913,2981,2289,3365,4512,676,572,121,807,477,381,693,384,3,2,326,408,1217,229,595,310,935,461,845,509,565,28,758,769,1087,747,827,1034,1264,329,722,627,1033,714,44,450,495,340,672,615,23507,22325,4567,3638,2033,4002,2468,1356,436,2437,955,1854,1447,4080,894,1010,527,542,1077,1069,1186
(Methyloceanibacter),2214,6310,3466,4307,6771,2775,2494,3555,2594,2488,8095,7878,9805,9952,9143,0,0,0,0,0,0,0,0,0,0,0,0,464,0,0,0,0,1934,0,2147,0,0,0,609,726,1107,3233,0,974,300,25,1266,557,389,363,441,0,0,336,359,499,275,345,762,1671,985,1010,785,313,11,582,589,349,312,294,787,601,212,301,785,1449,261,21,724,537,290,504,792,25730,24621,15222,8560,4173,17746,13583,1026,824,5225,1972,1918,1696,3504,1124,801,468,382,1204,1218,1321
Kofleriaceae,2319,1978,1859,4527,3811,2209,2392,2051,2134,3341,5721,3289,11688,7829,9575,3313,2887,791,777,2475,2374,2649,2363,5390,5034,7536,6285,840,1579,594,2253,2784,2119,0,1202,351,1672,1647,1727,1936,1129,2373,2247,565,441,124,660,670,315,723,260,4,5,447,491,1795,318,921,234,992,520,770,469,386,35,779,686,1235,954,1023,1224,712,434,629,499,909,824,52,464,483,369,626,620,21678,20391,8179,6493,3102,8823,2884,972,944,5786,2349,4535,2212,6764,1685,2187,533,425,1142,1406,1155
Intrasporangiaceae,15080,0,0,21207,25157,12328,12405,0,7567,23734,0,0,43375,24739,29175,0,0,0,0,3838,0,6971,6717,0,0,0,0,7993,0,8100,7083,9974,0,22344,16300,12464,31007,0,0,0,11838,5121,3937,2583,2594,403,10341,2731,2983,3522,2466,9,10,1398,2570,2798,1117,1548,2010,3631,2413,3813,2510,1726,144,4117,3565,3080,2207,1846,4897,2886,1167,2704,1023,2189,1583,94,1717,2260,759,1922,2127,67278,63693,22730,19567,10264,18822,10313,8039,2638,16257,6953,15941,4799,19110,3789,5206,4579,4015,1512,1373,1388
Legionellaceae,6641,9148,5827,8933,16303,9566,4980,5828,5967,9512,13996,11384,10292,9134,7841,4010,3887,1524,1538,4540,4386,6530,6173,4446,4334,5307,5290,3111,4630,664,1268,1564,7121,0,1604,1980,972,1698,1793,3323,1470,1639,3761,140,82,13,203,128,125,141,98,0,0,51,128,262,62,131,114,276,152,193,115,71,7,154,183,237,141,228,243,138,107,179,247,275,135,12,160,127,79,162,173,8854,8697,1214,1780,650,959,3314,3110,196,1139,502,596,570,1712,368,416,519,455,758,548,526
Acidimicrobiaceae,4500,4771,3492,7660,9154,4645,3789,3154,3190,7680,7247,7010,10741,7321,8023,0,0,0,0,0,0,0,0,3041,2888,3220,3191,1380,1599,2688,3146,4938,5760,2530,14337,8550,24536,12005,1184,1413,2493,1337,1698,1077,591,69,1595,596,488,676,551,3,3,361,356,976,266,494,423,1302,854,1407,661,483,24,863,845,619,594,553,1125,719,212,735,402,1258,603,29,404,593,256,643,919,38754,36557,11905,5357,2768,10183,7166,17002,892,5826,2543,2575,1092,3616,1192,967,1785,1616,0,0,0
Moraxellaceae,1923,2637,1867,3004,4737,3435,1504,1688,1801,7721,19122,70029,4180,3727,6703,1093,1107,409,388,1151,1333,1688,1544,1391,1351,1743,1722,1407,1303,760,989,1317,1883,715,1232,894,1312,838,678,1229,963,965,1355,78,68,11,109,62,0,0,0,0,0,0,0,141,0,68,46,141,70,0,0,46,8,79,86,135,107,0,0,74,52,84,133,159,78,6,55,72,31,72,93,2512,0,0,524,0,0,789,1065,0,0,0,0,0,0,0,0,0,0,0,0,278
Jiangellaceae,2091,0,0,2831,0,0,2066,0,0,3915,0,0,6290,3356,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1251,1804,979,2911,2817,2764,4445,530,0,0,862,694,0,347,185,27,623,218,180,175,248,0,2,115,140,238,94,159,218,423,188,298,301,214,18,299,249,197,180,183,375,201,75,188,191,303,120,25,278,184,52,133,297,4992,4617,27107,3916,1898,28885,21943,1331,1472,8624,3621,2126,739,2132,544,540,851,706,286,0,0
Sandaracinaceae,3263,4076,2593,4314,6729,3678,2537,2573,2549,6033,8270,5074,7736,5633,5461,2539,1922,619,577,2787,2462,3463,3238,4202,3964,6058,5818,707,932,503,1278,2276,1406,0,656,410,813,2393,762,1423,808,1141,2029,419,292,84,382,340,144,433,123,2,0,126,253,1013,173,426,132,614,374,596,223,318,42,497,521,856,619,540,802,497,199,471,296,567,454,36,255,292,178,411,384,16700,15884,6005,4174,1995,6169,2834,0,546,3003,1236,2272,1381,3870,1559,1055,409,332,705,674,693
Ectothiorhodospiraceae,3601,5185,3775,6123,8540,6538,3073,3748,3729,6537,10476,7270,7301,6329,6217,2018,1801,722,722,2213,2076,3252,3123,1537,1522,2115,1954,2246,1843,1411,2112,2282,4122,882,2010,2325,1515,557,915,1929,1069,1726,2969,242,122,40,270,156,129,161,78,2,0,96,118,473,62,199,141,393,188,303,165,145,1,259,183,280,298,250,315,263,94,193,304,471,201,11,169,164,106,226,285,6093,6102,2455,3937,1818,2687,13439,12737,852,5576,2232,1256,1269,3310,747,647,1748,1653,2178,2129,2084
Geodermatophilaceae,3718,0,2517,4849,0,0,3470,0,0,6411,0,0,9301,5112,5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96446,24277,118998,3017,34202,14714,15090,28808,4829,0,0,2844,0,0,962,1337,205,3655,1273,1203,1301,1856,5,0,802,1035,1309,635,546,909,1292,662,1288,771,921,100,1257,1502,1135,860,886,2010,1734,459,1266,210,326,826,45,797,911,266,587,605,8178,7783,5752,3030,1144,6388,4079,3276,680,3429,1584,3212,906,3208,804,1342,1684,1748,0,0,0
Methylococcaceae,7236,0,0,0,0,7907,4877,5240,4474,11912,14082,9856,13355,9994,9515,5993,5242,1732,1220,4599,4398,7062,7147,0,0,0,0,4458,2697,1870,0,0,5413,0,0,0,0,0,1851,3084,2119,2735,2340,305,246,52,0,274,0,262,0,0,2,0,267,349,96,212,134,710,291,546,379,221,8,330,0,236,371,427,600,375,0,335,561,676,292,12,0,257,117,410,353,18240,17519,2889,3092,1667,2948,0,5090,359,2688,1186,1137,1477,4039,761,585,1656,1549,2580,2470,2486
Alteromonadaceae,0,6960,4769,0,11029,7824,0,0,0,0,13067,7107,0,8880,0,3549,3138,0,0,3632,3325,5046,4834,0,0,0,0,1541,1448,1565,1761,2227,2536,0,1921,1971,0,1860,1091,2327,1243,1775,2511,286,159,0,0,0,177,210,0,2,0,125,0,324,0,194,149,535,286,470,257,0,3,239,344,421,328,304,497,0,132,261,387,618,245,8,220,171,124,238,215,10621,10386,2376,3097,1508,2339,3508,4306,366,2503,1028,1333,1163,3399,815,691,915,954,1539,1498,1489
