Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Backusellaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bulleraceae,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0
Capnodiaceae,0,1,0,1,0,1,2,0,0,0,1,0,0,0,1
Cenangiaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chlorococcaceae,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0
Choreocolacaceae,0,4,2,2,1,2,1,0,1,2,3,2,1,6,0
Coccocarpiaceae,0,1,0,2,0,0,1,0,0,0,2,0,2,2,0
Cochliopodiidae,0,6,1,0,1,0,0,0,0,1,0,0,1,0,0
Coelomomycetaceae,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Cryptobasidiaceae,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Cutleriaceae,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyphellaceae,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Cyphoderiidae,0,6,2,0,2,0,0,0,1,4,0,4,5,3,0
Dileptidae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophysiaceae,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Endogonaceae,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Entolomataceae,0,2,0,2,1,0,0,0,0,0,1,0,3,0,0
Entomophthoraceae,0,2,0,1,0,0,3,0,1,2,1,4,7,0,2
Entwisleiaceae,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremosphaeraceae,0,2,1,1,0,0,0,0,0,2,0,1,1,0,1
Eurychasmataceae,0,4,1,1,0,1,0,0,0,3,1,2,3,0,2
Folliculinidae,0,1,2,0,0,0,4,0,1,3,2,1,1,0,1
Glaucosphaeraceae,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
Gloeochaetaceae,0,4,4,0,2,0,1,3,0,2,6,1,4,3,1
Gnomoniaceae,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Golenkiniaceae,0,2,0,2,1,1,4,2,1,3,1,0,1,0,0
Haemoproteidae,0,3,0,2,1,0,3,2,0,7,1,1,0,1,0
Helicocephalidaceae,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
Hemiaulaceae,0,1,0,0,0,1,0,0,0,2,0,0,0,5,1
Heteronematidae,0,1,0,0,0,0,0,1,2,2,0,0,2,2,0
Heteropediaceae,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Hyaloscyphaceae,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypneaceae,0,2,0,1,0,0,0,1,0,1,1,0,3,1,0
Hypocomidae,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hysteriaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Irpicaceae,0,3,0,3,4,2,1,1,1,4,5,2,2,7,4
Ishigeaceae,0,1,0,3,1,2,0,1,0,2,2,2,2,1,2
Kallymeniaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kriegeriaceae,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lecudinidae,0,3,0,0,0,1,1,0,0,0,0,0,1,0,1
Leotiaceae,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lithodesmiaceae,0,1,0,0,2,0,0,0,1,1,0,0,1,0,0
Meiodiscaceae,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Melosiraceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ochrolechiaceae,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Phyllophoraceae,0,5,4,5,0,0,1,0,0,6,1,0,8,2,3
Physciaceae,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
Piptocephalidaceae,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Pleurochloridellaceae,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Pleurotheciaceae,0,3,2,2,0,1,0,0,0,5,0,1,2,1,0
Pseudourostylidae,0,1,0,2,0,0,0,3,0,1,0,0,0,0,0
Pythiogetonaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ralfsiaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Reticulascaceae,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0
Rhodothalassiaceae,0,2,2,0,1,0,1,2,0,1,0,0,1,1,2
Saccharomycopsidaceae,0,1,0,0,1,1,3,0,0,4,0,0,0,0,1
Schizotrichaceae,0,1,0,4,1,0,1,0,0,0,0,0,0,1,1
Scotinosphaeraceae,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Sebacinaceae,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0
Siphonocladaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sirobasidiaceae,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0
Sorogenidae,0,3,3,0,0,1,1,2,1,0,3,1,13,6,0
Spondylomoraceae,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
Sticholonchidae,0,5,0,2,5,0,3,1,0,5,1,2,1,1,1
Tetrabaenaceae,0,1,2,3,1,2,1,2,0,3,3,2,2,1,2
Thaumatomastigidae,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Thoracosphaeraceae,0,1,1,3,0,0,0,1,0,0,0,2,2,2,1
Treubariaceae,0,2,2,0,4,0,2,0,0,7,2,2,1,1,0
Tribonemataceae,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichonymphidae,0,2,0,0,0,0,0,0,0,2,1,1,3,0,3
Tritirachiaceae,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ulvellaceae,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0
Vorticellidae,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Boldiaceae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Catenulaceae,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Chaetomellaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chorioactidaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Clavulinaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cystobasidiaceae,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Dasycladaceae,0,0,1,3,5,0,0,0,0,1,0,0,0,0,0
Delitschiaceae,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Goceviidae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gruberellidae,0,0,1,2,4,0,2,0,0,2,1,1,3,3,1
Helvellaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Heterochordariaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hypotrichomonadidae,0,0,3,0,1,0,1,1,0,3,0,1,2,1,2
Ophryoscolecidae,0,0,1,1,0,1,2,0,0,5,6,0,2,0,1
Reticulariaceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sarcosomataceae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scortechiniaceae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Sparassidaceae,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0
Sporochnaceae,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Vannellidae,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0
Bankeraceae,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bolivinitidae,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cladochytriaceae,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
Claroideoglomeraceae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Coniothyriaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Derbesiaceae,0,0,0,2,1,2,0,2,0,3,2,3,2,2,1
Dumontiaceae,0,0,0,2,4,2,2,3,0,0,1,0,6,3,2
Eremascaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frontoniidae,0,0,0,3,0,1,3,2,0,1,0,0,3,0,0
Gyalectaceae,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0
Hapalidiaceae,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Harpochytriaceae,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Heteromitidae,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2
Lentitheciaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lomentariaceae,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0
Lophiostomataceae,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
Moniliellaceae,0,0,0,1,1,0,0,0,0,2,1,1,1,1,2
Nassulidae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Philasteridae,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Polykrikaceae,0,0,0,1,0,0,0,0,0,0,1,3,1,0,0
Ramalinaceae,0,0,0,5,1,0,3,2,0,1,3,1,1,5,1
Sarcinochrysidaceae,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
Tephromelataceae,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0
Trichomeriaceae,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Urostylidae,0,0,0,1,0,0,0,0,2,0,1,0,3,3,0
Vuilleminiaceae,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Achnanthidiaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ceratiaceae,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
Ceratiomyxaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cocconeidaceae,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Corethraceae,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Corynesporascaceae,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0
Cystofilobasidiaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dimargaritaceae,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0
Dinobryaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
Extremaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gondwanamycetaceae,0,0,0,0,1,0,0,0,1,3,0,1,0,0,1
Haplosporidiidae,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0
Hibberdiaceae,0,0,0,0,3,2,0,0,2,0,0,0,0,1,0
Katablepharidaceae,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0
Lichinaceae,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Licmophoraceae,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Pannariaceae,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Plagiacanthidae,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
Pseudochordaceae,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Psoraceae,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Rhytismataceae,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0
Ruineniaceae,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0
Sphenomonadidae,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Surirellaceae,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Syringodermataceae,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
Uronemataceae,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Actinommidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Arachnomycetaceae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Crepidotaceae,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0
Desulfoarculaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Dothideaceae,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Fryeellaceae,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1
Inocybaceae,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0
Lophomonadidae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Melanommataceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pyrenulaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Rzehakinidae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Adenocystaceae,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1
Arthoniaceae,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
Baeomycetaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Candidatus Clavichlamydiaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cavosteliaceae,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Cintractiaceae,0,0,0,0,0,0,2,1,1,0,1,0,0,1,1
Coniocybaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cyclothyriellaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hemidiscaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hydnangiaceae,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Melanotaeniaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Morchellaceae,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0
Sellaphoraceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Solorinellaceae,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tetraplosphaeriaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trichiidae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Acrosymphytaceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Agaricostilbaceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Aquamycetaceae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Astasiaceae,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0
Gromiidae,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Meripilaceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Suessiaceae,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Thermosporotrichaceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trentepohliaceae,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2
Acrochaetiaceae,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Amphidomataceae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Asteromonadaceae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ceratocoryaceae,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Etheliaceae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gomphaceae,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Niessliaceae,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sandonidae,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Stemonitidae,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Thalassionemataceae,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Ulotrichaceae,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Aliquandostipitaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ascodesmidaceae,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Chrysotrichaceae,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Cladophoraceae,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Collemataceae,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
Echinodontiaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Erythrotrichiaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Falcocladiaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Haliphthoraceae,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
Hygrophoropsidaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lycoperdaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mischococcaceae,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0
Mytilinidiaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Naohideaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Placynthiaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rhodellaceae,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Rhopalodiaceae,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
Roccellaceae,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Syracosphaeraceae,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Teranymphidae,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
Tilopteridaceae,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Catabotrydaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chlamydophryidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Colpodellidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cryptodifflugiidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dicranemataceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Doassansiopsaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Faucheaceae,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Furcellariaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Globigerinidae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Holomastigotoididae,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Hysterangiaceae,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Kondoaceae,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Myzocytiopsidaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nephromataceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ochromonadaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phallaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Phyllariaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Protothelenellaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhizophyllidaceae,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Typhulaceae,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
Boletinellaceae,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Botryidiopsidaceae,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2
Cymatosiraceae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ebriidae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Entylomataceae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Halomycetaceae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Harpellaceae,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Holostichidae,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Lobariaceae,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Pseudomicrothoracidae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Rufusiaceae,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sphacelariaceae,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
Anaeroplasmataceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coleosporiaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Erythrobasidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Hoplonymphidae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kornmanniaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lecanographaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lopadiaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Phaeostrophionaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Pinnulariaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rutstroemiaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Septobasidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spongodiscidae,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thelohaniidae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Torpedosporaceae,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Auriculaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chlorociboriaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Colliniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Condylostomatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Hydnaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lyrellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Protosteliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sarcodiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Spiculogloeaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Thyridiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xanthopyreniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Botryochloridaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Himanthaliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Micropeltidaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monocercomonadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Opisthonectidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pezizaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Porpidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sarcoscyphaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tetrasporaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
