Genus,G11.Ah,G11.Bw,G11.Cox,G1.Ah,G1.Bw,G1.Cox,G2.Ah,G2.Bw,G2.Cox,G3a.Ah,G3a.Bw,G3a.Cox,G9.Ah,G9.Bw,G9.Cox
Thermosphaera,27,60,39,25,40,21,23,25,21,46,46,52,73,44,42
Thermosulfidibacter,187,263,154,187,168,130,114,131,109,230,239,219,313,233,238
Thermosulfurimonas,233,365,197,202,183,175,168,122,133,299,362,253,328,290,263
Thermosynechococcus,311,471,257,300,259,167,224,198,137,443,420,325,568,373,292
Thermosyntropha,150,225,126,104,115,81,91,94,73,148,159,159,190,191,191
Thermotalea,107,135,92,75,78,54,77,52,42,119,110,77,149,102,83
Thermothelomyces,1337,1751,888,1043,878,620,768,696,586,1681,1645,1183,2062,1579,1276
Thermotoga,669,1005,627,597,525,437,435,460,378,848,966,829,1073,902,787
Thermovenabulum,89,203,110,84,104,68,65,56,76,142,147,142,194,147,151
Thermovibrio,126,200,124,130,110,73,90,91,78,174,180,153,219,171,173
Thermovirga,113,179,140,97,109,62,69,70,78,168,179,149,185,166,136
Thermus,3561,5467,3008,2942,2975,2045,2432,2260,1924,4460,4745,3874,5871,4547,4338
Thielavia,1578,2156,1153,1159,971,773,989,832,678,1992,1982,1357,2437,1785,1532
Thielaviopsis,535,697,413,463,374,281,347,298,242,682,702,529,801,588,498
Thioalkalimicrobium,255,406,212,276,209,139,170,133,129,376,344,292,386,264,241
Thioalkalivibrio,5981,8604,4844,4790,4600,3228,3896,3574,3013,7816,8248,6154,8721,6478,5687
Thiobacillus,3328,4809,2764,2285,2537,1667,1885,1874,1722,3957,5021,3839,4749,3691,3562
Thiobacimonas,53,115,56,54,37,23,44,37,38,72,78,57,82,71,75
Thiocapsa,1762,2634,1475,1876,1502,1023,1292,1184,835,2593,2682,2012,2719,2087,1855
Thioclava,1569,2064,1076,1302,1148,824,1012,858,730,2050,1882,1485,2192,1665,1380
Thiococcus,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
Thiocystis,516,691,395,429,394,263,297,290,243,709,687,525,792,517,516
Thiodictyon,2,1,2,0,1,0,0,1,2,6,3,2,1,2,2
Thioflavicoccus,542,818,444,432,423,300,363,323,279,733,792,549,778,645,471
Thiohalocapsa,1567,2416,1332,1491,1288,938,1096,1030,823,2238,2363,1730,2497,1811,1611
Thiohalomonas,396,569,288,374,279,203,222,228,210,527,560,434,539,411,366
Thiohalorhabdus,463,702,392,355,372,249,301,263,244,547,602,496,722,549,492
Thiohalospira,390,503,303,242,238,183,214,176,195,454,496,384,509,351,305
Thiolapillus,396,589,333,357,349,195,310,189,195,519,518,343,588,481,411
Thiomargarita,626,959,473,554,502,361,414,447,375,868,983,635,1050,781,696
Thiomicrospira,920,1324,729,798,608,445,631,538,397,1214,1106,871,1286,907,759
Thiomonas,2834,4393,2407,2107,2185,1470,1756,1596,1520,3569,3989,3078,4004,2998,2836
Thioploca,481,649,320,378,332,246,340,272,214,574,577,430,642,535,423
Thiorhodococcus,924,1358,762,823,705,519,663,539,448,1249,1327,1019,1444,1042,966
Thiorhodospira,250,444,251,213,196,150,146,165,133,430,384,275,421,301,264
Thiorhodovibrio,623,818,453,511,437,317,397,301,262,752,759,645,865,649,517
Thiothrix,1818,2703,1536,1530,1309,996,1191,1078,917,2643,2615,1987,2677,2014,1670
Thiovulum,71,76,35,29,32,28,34,28,26,87,59,47,78,56,44
Thorea,3,1,1,0,0,1,4,2,1,6,3,3,2,1,1
Thorsellia,89,116,59,67,78,40,68,40,38,102,107,70,85,60,72
Thraustochytrium,1,8,1,5,1,1,3,5,0,4,7,1,4,3,3
Thraustotheca,715,991,517,699,538,383,505,384,272,985,965,603,1101,803,584
Tidjanibacter,2,3,1,0,0,0,2,1,1,2,1,0,3,4,0
Tilletia,4194,5761,3011,3236,2819,1968,2629,2236,1835,5630,5106,3919,6365,4663,3891
Tilletiaria,904,1434,748,794,672,497,659,546,444,1251,1182,940,1466,1120,878
Timonella,155,209,101,144,115,84,107,83,62,213,177,145,226,171,158
Tindallia,174,213,146,132,115,92,109,95,68,198,195,160,256,202,180
Tissierella,121,177,125,92,124,67,97,52,42,166,165,119,146,153,119
Tistlia,2133,2990,1615,2138,1794,1224,1571,1404,1022,3110,2884,1949,3135,2205,1818
Tistrella,1336,2089,1127,1218,1085,770,1013,851,756,2002,1779,1320,2123,1564,1238
Titanophycus,2,4,0,2,0,1,0,1,0,4,5,2,0,0,0
Tolumonas,285,427,250,241,215,123,167,151,118,380,375,305,358,250,245
Tolypocladium,1331,1747,958,1018,866,610,767,661,575,1670,1573,1133,1847,1328,1121
Tolypothrix,2222,3138,1717,2070,1762,1241,1591,1383,1106,3404,3084,2166,3795,2642,2362
Tomitella,503,642,338,423,312,271,340,276,218,673,540,403,930,536,472
Torrubiella,834,1172,589,795,606,399,585,462,397,1235,1087,736,1304,964,750
Tortispora,234,334,163,213,189,136,176,128,122,331,312,217,324,262,195
Torulaspora,177,245,136,148,127,82,123,94,73,203,234,161,260,199,139
Toxarium,1,1,1,1,2,0,0,0,1,6,1,3,0,3,2
Toxoplasma,4274,5998,3336,3534,3033,2171,2816,2355,1986,5697,5493,4152,6662,4880,4109
Trabulsiella,149,253,152,170,120,101,123,86,63,256,239,160,282,168,150
Trachipleistophora,53,86,52,49,43,27,28,34,31,79,91,50,87,62,49
Trachydiscus,1,6,0,1,1,1,3,6,1,2,3,9,5,3,3
Trametes,4014,5482,2877,3144,2783,2019,2546,2185,1778,5974,5028,3623,6531,4632,3685
Tranquillimonas,314,433,223,273,200,161,198,158,131,381,379,261,419,328,286
Traorella,48,50,33,49,25,23,22,30,16,71,52,36,62,66,37
Trebouxia,2,2,5,1,4,0,4,1,1,3,8,3,6,15,1
Tremella,944,1261,721,784,627,481,607,521,427,1312,1184,828,1445,1069,887
Trepomonas,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2
Treponema,2887,4088,2417,2701,2329,1524,2107,1776,1375,4010,3985,2758,4509,3293,2817
Trichococcus,232,326,213,230,162,154,189,146,131,371,321,281,394,296,251
Trichoderma,4310,6150,3142,3663,3048,2188,2897,2301,1880,6151,5394,3862,6320,4788,3767
Trichodesmium,402,548,273,378,320,210,284,229,203,512,542,352,715,476,378
Trichogloeopsis,4,1,1,0,2,4,2,1,0,0,0,0,2,0,0
Tricholoma,21,11,6,8,3,2,5,3,1,25,23,4,17,18,5
Trichomonas,895,1290,668,844,602,444,583,524,409,1411,1127,802,1425,1033,712
Trichophyton,1944,2578,1452,1542,1402,947,1230,1036,886,2697,2331,1746,2958,2093,1703
Trichormus,213,296,148,238,172,123,168,129,128,328,309,190,372,309,184
Trichosarcina,4,0,0,3,1,0,2,2,0,7,3,4,3,3,2
Trichosphaerium,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trichosporon,1865,2652,1454,1498,1330,975,1190,992,867,2594,2350,1802,3004,2242,1718
Trichothecium,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Trimorphomyces,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Triparma,2,8,4,2,0,2,0,1,5,1,1,5,3,2,0
Tritrichomonas,1186,1570,816,996,788,548,803,600,536,1718,1478,955,1688,1262,846
Tropheryma,52,89,40,64,35,41,44,33,28,70,86,55,102,94,66
Tropicibacter,485,717,404,438,368,242,353,305,222,732,648,486,789,580,471
Tropicimonas,288,423,219,206,232,154,231,198,137,410,405,295,485,328,289
Truepera,808,1054,626,696,590,437,537,468,397,893,950,827,1164,985,882
Trueperella,377,470,260,290,232,164,279,195,142,498,422,325,566,418,337
Trypanoplasma,2,0,0,0,2,0,2,1,0,1,2,0,2,1,0
Trypanosoma,7761,10754,5876,6705,5473,4047,5129,4358,3409,11253,9946,7174,11707,8527,7016
Tsuchiyaea,533,732,436,435,330,281,371,299,250,740,656,504,833,596,516
Tsukamurella,2803,3529,1846,2135,1904,1218,1851,1440,1188,3535,3063,2363,4684,2915,2665
Tuber,872,1239,659,794,663,423,566,449,399,1194,1077,806,1346,1026,776
Tuberibacillus,259,364,222,220,213,134,152,156,125,318,354,264,407,340,257
Tulasnella,1630,2267,1236,1388,1119,875,1073,903,721,2322,1916,1500,2403,1723,1449
Tumebacillus,378,602,321,337,308,203,288,251,166,541,521,388,580,481,386
Turbinaria,2,1,0,0,1,0,0,0,0,0,1,0,1,1,2
Turicella,364,508,261,280,226,163,229,166,169,462,415,359,624,401,383
Turicibacter,130,194,137,133,121,69,78,76,53,217,188,145,225,157,127
Turneriella,350,544,301,308,344,182,261,198,183,474,526,394,612,466,413
Tydemania,2,1,0,1,1,1,1,4,0,0,3,0,0,2,2
Tyzzerella,171,269,139,141,130,101,104,84,83,244,179,168,222,194,187
Udeniozyma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uliginosibacterium,590,865,439,486,413,266,332,286,317,670,816,637,799,571,552
Ulnaria,2,4,0,2,2,3,3,2,1,4,12,2,3,6,0
Ulva,23,27,13,14,14,12,12,6,13,32,23,14,40,22,17
Ulvibacter,139,176,109,123,98,69,96,83,65,203,166,133,253,161,162
Umbelopsis,2,0,0,3,1,0,1,2,0,1,2,0,1,1,1
Umbilicaria,965,1365,622,1114,693,443,600,467,437,1490,1193,697,1285,1137,659
Uncinocarpus,670,990,518,668,443,319,424,365,292,1001,912,609,952,701,597
unclassified,1083,1157,1189,677,402,340,550,278,463,1742,1162,1232,1410,1124,399
Undaria,1,2,2,2,1,2,1,0,2,0,3,3,3,1,0
Ureaplasma,53,93,55,37,30,22,23,28,38,87,69,64,100,69,59
Ureibacillus,63,73,55,49,45,37,50,50,49,97,79,52,106,81,57
Urmitella,56,87,45,61,36,25,39,25,28,91,61,37,101,63,58
Uromyces,2,2,0,2,3,0,0,1,1,1,1,0,6,0,0
Usnea,4,2,3,1,0,2,1,0,0,4,3,6,4,0,4
Ustilaginoidea,1350,1857,945,1101,896,667,843,739,649,1860,1636,1280,2071,1592,1310
Ustilago,1800,2615,1458,1540,1306,940,1284,1043,856,2656,2383,1781,2822,2148,1709
Vaginella,32,45,25,21,28,20,32,27,20,50,49,35,62,49,53
Vagococcus,172,230,145,101,104,73,105,86,83,214,232,134,260,199,134
Vairimorpha,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Valsa,1728,2196,1211,1269,1059,742,1035,842,724,2218,1986,1519,2463,1785,1412
Vanderwaltozyma,163,231,121,141,133,68,114,80,74,249,191,107,265,180,111
Varibaculum,329,404,266,231,235,166,192,189,139,436,404,304,441,315,307
Variovorax,19585,31719,16514,14628,15057,9907,11655,10800,9584,23158,28610,20166,27878,20603,19166
Vaucheria,2,6,3,2,1,4,5,2,2,3,2,6,10,3,2
Vavraia,64,89,54,57,40,34,36,40,36,112,72,54,78,54,45
Veillonella,603,880,493,503,452,347,418,341,306,800,757,608,960,749,599
Ventosimonas,171,214,133,134,118,74,86,77,75,197,223,167,253,166,136
Venturia,1,1,0,2,4,1,3,0,1,10,8,2,2,3,1
Vermamoeba,8,10,5,6,10,9,10,3,2,17,11,8,22,16,8
Verminephrobacter,1071,1610,921,816,825,567,698,637,567,1336,1542,1164,1580,1214,1004
Vermiphilus,73,125,65,43,32,18,22,26,44,45,62,73,58,52,44
Verrucomicrobium,4880,6489,3770,7151,4383,2968,4381,3616,2247,6985,6598,4792,8822,6646,5639
Verruconis,1004,1361,689,959,703,541,683,541,397,1550,1180,937,1461,1102,807
Verrucosispora,1700,2112,1091,1418,1065,810,1159,787,667,2271,1787,1338,2901,1842,1574
Vertebrata,2,7,1,2,1,1,1,2,2,6,2,2,4,7,0
Verticillium,3920,5448,2976,3042,2763,1932,2498,2157,1728,5025,4711,3723,6028,4445,3917
Vibrio,8749,12770,7020,8329,6723,4481,6243,5128,4225,13421,11797,8402,13435,9732,7457
Virgibacillus,782,1092,623,682,621,436,571,439,367,1086,954,742,1222,877,717
Viridibacillus,123,187,100,114,103,68,104,92,62,168,145,124,209,151,118
Viridothelium,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Viruses,18828,26185,13901,14644,13028,9095,11895,9929,8318,25439,23273,17086,28640,20657,17115
Vischeria,2,4,2,2,0,2,2,0,0,4,2,6,5,1,3
Vishniacozyma,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vitrella,5179,6991,3942,4056,3469,2527,3263,2818,2299,7051,6505,4886,8076,5790,4884
Vitreoscilla,200,321,159,157,139,111,123,128,108,260,275,238,283,191,192
Vittaforma,46,59,39,34,30,31,31,27,12,65,70,42,64,52,28
Vogesella,600,885,464,482,418,326,379,362,259,728,789,673,783,632,554
Volucribacter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Volvariella,20,24,22,17,10,4,8,6,5,42,29,12,34,15,20
Volvox,6552,8177,4464,4147,3835,2675,3528,3160,2546,7494,7071,5623,10215,7239,6209
Vulcanibacillus,90,126,82,79,60,44,63,57,48,105,98,99,127,81,112
Vulcanisaeta,291,441,297,243,272,183,208,172,160,419,444,351,502,306,283
Vulgatibacter,1376,1882,1043,975,1002,747,810,752,749,1572,1871,1424,2207,1681,1523
Vulpicida,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waddlia,184,303,161,152,142,111,103,89,84,187,206,195,231,167,147
Wallemia,586,805,457,521,402,290,369,315,276,868,680,492,839,644,499
Watanabea,2,2,11,2,5,2,1,4,1,14,2,1,7,7,1
Weeksella,77,112,64,65,65,41,58,55,30,119,108,62,111,95,59
Weissella,451,621,340,371,306,239,308,243,208,565,541,406,675,504,428
Wenxinia,976,1324,747,736,724,480,607,540,460,1158,1162,876,1544,1062,949
Wenyingzhuangia,138,160,87,110,106,51,68,66,49,173,143,74,215,131,96
Wenzhouxiangella,548,754,457,441,345,261,319,284,270,644,687,571,769,619,564
Westiella,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Westiellopsis,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Wickerhamiella,1,0,3,1,0,0,0,1,1,2,1,0,2,0,2
Wickerhamomyces,473,579,355,412,307,199,291,244,198,643,583,394,647,410,323
Wigglesworthia,33,37,14,26,18,12,18,14,9,31,30,24,26,24,20
Williamsia,2345,3045,1478,1883,1490,1046,1578,1128,901,3084,2474,1881,3908,2561,2176
Winogradskyella,349,522,250,315,260,176,210,215,142,513,499,331,573,403,340
Woeseia,1089,1836,1196,820,804,604,541,622,522,1716,1624,1076,1299,956,759
Wohlfahrtiimonas,183,248,175,164,162,123,131,94,75,268,263,203,279,208,163
Wolbachia,313,484,239,275,215,146,230,162,146,481,411,298,460,316,250
Wolinella,73,111,61,63,44,29,55,39,28,129,100,88,101,76,80
Wollea,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Woodsholea,203,285,127,140,154,133,145,118,91,269,265,191,280,217,214
Xanthobacter,2435,3835,2234,2134,2070,1414,1700,1843,1230,3197,3540,2447,3394,2798,2190
Xanthomarina,56,68,42,45,30,24,29,28,20,74,77,46,110,63,39
Xanthomonas,11494,16517,9037,9946,8375,5984,7717,6655,5429,16018,14813,11270,18055,12772,11130
Xanthonema,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthophyllomyces,830,1214,691,648,598,444,541,465,359,1212,1066,772,1314,944,757
Xanthoria,1,1,1,0,0,3,2,1,1,5,1,1,0,1,0
Xenococcus,270,438,259,225,237,172,214,195,146,444,448,285,464,379,297
Xenophilus,751,1114,594,571,544,381,457,406,345,951,1041,726,1114,811,719
Xenorhabdus,1202,1801,1016,1126,983,699,890,679,568,1989,1642,1210,1851,1345,1041
Xiangella,763,965,490,646,463,385,494,389,320,1101,797,618,1448,858,756
Xiphophora,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Xuhuaishuia,55,80,45,54,52,40,44,35,34,91,69,42,104,82,63
Xylanimonas,616,854,376,488,440,288,466,287,224,778,675,564,1090,699,647
Xylaria,5,2,2,2,3,0,0,2,0,9,2,0,3,4,1
Xylella,502,710,402,431,364,260,322,310,213,657,705,482,700,496,403
Xylochloris,3,3,2,3,3,2,5,1,1,7,4,6,3,0,4
Xylona,1005,1334,725,930,666,486,611,540,439,1317,1193,801,1435,1155,807
Xylophilus,1001,1572,811,827,707,535,643,502,526,1267,1328,993,1534,1132,975
Yamadaella,1,3,5,1,1,0,4,2,2,0,6,2,4,11,11
Yamadazyma,187,237,144,153,131,88,100,99,89,253,256,166,253,222,136
Yamagishiella,26,36,13,17,13,7,9,6,13,25,27,18,31,27,26
Yangia,527,896,422,485,397,318,349,366,247,775,734,546,805,613,495
Yaniella,134,156,72,125,102,54,95,70,60,184,154,119,249,197,144
Yarrowia,606,867,439,501,423,318,411,316,267,840,734,498,919,686,563
Yersinia,1770,2540,1437,1750,1320,932,1280,1112,840,2805,2403,1753,2791,1891,1518
Yokenella,69,120,70,67,68,46,45,53,25,126,110,94,131,82,62
Yonghaparkia,366,484,265,274,255,184,239,177,170,466,433,324,640,493,413
Youngiibacter,121,178,107,121,105,62,80,91,73,170,192,124,216,132,123
Yuhushiella,1370,1420,671,1083,797,505,853,581,500,1610,1210,881,2175,1418,1144
Zancudomyces,333,487,232,232,206,155,170,183,147,433,407,279,449,358,243
Zasmidium,2,2,0,1,0,2,0,0,0,2,0,0,0,0,0
Zavarzinella,9074,16833,9408,9858,9601,6269,6992,6883,5970,12134,13068,11820,13415,10922,8784
Zelonia,1,5,1,3,3,1,2,0,1,3,6,4,1,8,3
Zhongshania,16,31,12,12,10,11,7,10,15,48,19,28,31,24,25
Zhouia,111,172,72,97,76,54,72,48,50,150,121,87,157,129,75
Zobellia,313,355,209,232,186,121,167,152,113,371,321,257,473,320,240
Zoogloea,863,1297,759,604,690,424,494,480,417,955,1201,939,1120,863,751
Zooshikella,229,306,140,154,147,114,119,124,102,324,347,249,360,241,198
Zoothamnium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zunongwangia,184,272,151,188,139,111,122,96,76,260,261,176,330,229,161
Zygosaccharomyces,775,1043,559,615,508,395,491,406,341,1096,924,628,1140,832,581
Zymobacter,141,171,104,107,96,70,75,80,57,165,164,138,171,168,143
Zymomonas,257,377,204,193,198,155,170,182,120,364,318,228,392,275,221
Zymoseptoria,1518,2122,1131,1301,1059,866,943,812,662,2190,1895,1424,2293,1747,1374
Acaromyces,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Acarospora,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0
Acephala,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Actinocorallia,0,2,0,1,0,2,0,0,0,0,0,1,1,0,2
Aeriscardovia,0,2,0,0,0,0,0,0,0,1,1,0,1,2,0
Ahnfeltiopsis,0,1,0,3,0,0,1,0,0,3,0,0,2,0,0
Ambrosiozyma,0,1,2,1,1,1,0,0,2,0,1,0,0,0,0
Apedinella,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Apodachlya,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Arcopilus,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0
Arthroderma,0,1,0,2,0,0,1,0,0,2,0,0,0,1,0
Ascogregarina,0,3,0,0,0,1,1,0,0,0,0,0,1,0,1
Ascophyllum,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Asellaria,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Asterionellopsis,0,2,3,0,2,0,0,2,0,0,2,1,0,5,1
Asterochloris,0,2,1,0,1,0,1,2,0,2,0,0,1,0,0
Aurantiochytrium,0,2,0,1,3,0,1,0,2,3,3,2,5,0,4
Aureoumbra,0,1,1,1,0,1,0,0,0,1,0,0,6,1,0
Avrainvillea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Backusella,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batrachospermum,0,1,0,2,0,0,0,0,0,1,2,0,2,1,0
Betaphycus,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0
Bolbocoleon,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Boodlea,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Botryocladia,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0
Botryosphaeria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Botryotinia,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1
Brevirhabdus,0,2,1,2,0,0,0,2,0,0,3,0,1,0,1
Butyriboletus,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Callophyllis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caloglossa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Caloplaca,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Candelabrochaete,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Electronema,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Fritschea,0,1,1,0,0,2,1,0,2,2,0,1,2,1,1
Candidatus Megaira,0,8,2,2,0,0,1,0,0,2,0,0,3,0,0
Candidatus Rosenkranzia,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0
Catapyrenium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cerataulina,0,1,0,0,0,1,0,0,0,2,0,0,0,5,1
Cercomonas,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0
Chlorococcum,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0
Chloroidium,0,7,1,0,2,2,1,1,0,0,0,0,0,3,0
Chondrostereum,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Chordaria,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Choreocolax,0,4,2,2,1,2,1,0,1,2,3,2,1,6,0
Choricystis,0,6,3,5,0,1,2,0,3,3,4,3,3,4,4
Chytriomyces,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
Coccocarpia,0,1,0,2,0,0,1,0,0,0,2,0,2,2,0
Cochliopodium,0,6,1,0,1,0,0,0,0,1,0,0,1,0,0
Coelomomyces,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Conocybe,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Copromyxa,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Coriolopsis,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0
Cryptobia,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
Cryptosporiopsis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cutleria,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cyphoderia,0,5,2,0,2,0,0,0,1,2,0,4,5,3,0
Derxomyces,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Desulfatiferula,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Desulfoglaeba,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Diaphanoeca,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
Dicloster,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1
Dictyonema,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Dictyopteris,0,1,0,0,0,3,0,0,0,1,1,0,1,1,0
Dictyota,0,1,1,1,0,1,1,0,0,3,1,3,1,0,0
Dictyuchus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Didymella,0,1,0,1,2,1,0,2,0,3,3,0,3,3,0
Dientamoeba,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dileptus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dinophysis,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Dufourea,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dysnectes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Endoconidiophora,0,1,0,3,3,0,0,0,0,4,1,0,0,0,0
Endogone,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
Entwisleia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Eremochloris,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Eremosphaera,0,2,1,1,0,0,0,0,0,2,0,1,1,0,1
Eufolliculina,0,1,2,0,0,0,4,0,1,3,2,1,1,0,1
Euglenaformis,0,2,1,2,1,2,1,1,0,4,0,0,2,0,0
Eurychasma,0,4,1,1,0,1,0,0,0,3,1,2,3,0,2
Fellozyma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fonsecazyma,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusicoccum,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Genolevuria,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Geosmithia,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Gephyrocapsa,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0
Glaucosphaera,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
Gloeocapsopsis,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Gloeochaete,0,4,4,0,2,0,1,3,0,2,6,1,4,3,1
Gloeotila,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Goffeauzyma,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2
Golenkinia,0,2,0,2,1,1,4,2,1,3,1,0,1,0,0
Golovinomyces,0,1,2,0,1,1,0,2,2,3,1,0,0,2,2
Gracilariophila,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Graphis,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1
Haemoproteus,0,2,0,2,1,0,2,2,0,4,1,0,0,1,0
Halocyphina,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Halorosellinia,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Haramonas,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hariotina,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
Heliophilum,0,1,1,0,2,2,0,0,0,2,3,2,2,2,5
Hepatocystis,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Heterococcus,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Heterodermia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Huntiella,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0
Hyella,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Hypnea,0,2,0,1,0,0,0,1,0,1,1,0,3,1,0
Hypocoma,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Hysterobrevium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Imtechium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Irpex,0,3,0,3,4,2,1,1,0,4,5,2,2,5,1
Irtugovia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishige,0,1,0,3,1,2,0,1,0,2,2,2,2,1,2
Izziella,0,2,2,2,1,0,1,2,0,1,0,2,2,1,1
Jaminaea,0,1,0,0,1,0,1,0,0,1,2,1,1,0,0
Kamienskia,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Kipferlia,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0
Kirchneriella,0,3,2,0,2,0,0,0,2,3,0,0,0,0,0
Koshicola,0,1,2,1,2,2,5,2,0,5,6,1,2,0,0
Kretzschmaria,0,1,0,1,0,0,1,0,0,1,0,1,1,1,2
Lachnum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lacrymaria,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0
Lamprobacter,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Lasiodiplodia,0,2,0,2,1,0,1,2,0,3,1,2,5,1,0
Lasiosphaeria,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Lepocinclis,0,3,0,1,2,0,2,0,2,1,3,0,2,2,3
Leptoxyphium,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
